RESULTADOS DE LA FORMACIÓN - ASIGNATURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURSO,TITULACIÓN,COD. TITULACIÓN,ID,ASIGNATURA,ESTUD. MATRICULADOS,CRÉDITOS ASIG.,CRÉDITOS MATRICULADOS,CRÉD. MATRI. 1ª VEZ,CRÉD. MATRI. 2ª VEZ,CRÉD. MATRI. 3ª VEZ,CRÉDITOS PRESENTADOS,CRÉDITOS SUPERADOS,CRÉDITOS RECONOCIDOS,TASA EVALUACIÓN,VAR. % TASA EVAL.,TASA ÉXITO,VAR. % TASA ÉXIT.,TASA ÉXITO EXÁM. REALIZ.,VAR. % ÉXITO EXÁM.,TASA RENDIMIENTO,VAR. % TASA REND.,TASA RECONCIMIENTO,NOTA MEDIA,% SUSPENSOS,% APROBADOS,% NOTABLES,% SOBRESALIENTES,% MATRÍCULAS H.,Nº EXÁM. REALIZADOS,Nº EXÁM. APTOS,% ESTUD. 0 EXÁM.,% ESTUD. 1 EXÁM.,% ESTUD. 2 EXÁM.,% ESTUD. 3 EXÁM.,% ESTUD. 4 EXÁM.,% ESTUD. 5 EXÁM.,Nº EXÁM. REALIZADOS 1PPF,Nº EXÁM. APTOS 1PPF,Nº EXÁM. REALIZADOS 2PPJ,Nº EXÁM. APTOS 2PPJ,Nº EXÁM. REALIZADOS 1PPS,Nº EXÁM. APTOS 1PPS,Nº EXÁM. REALIZADOS 2PPS,Nº EXÁM. APTOS 2PPS,Nº EXÁM. REALIZADOS DIC,Nº EXÁM. APTOS DIC,% ÉXITO 1PPF,% ÉXITO 2PPJ,% ÉXITO 1PPS,% ÉXITO 2PPS,% ÉXITO DIC.,RATIO EXÁM. ESTUD.,FECHA DESCARGA EXCEL,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021016,ÁLGEBRA LINEAL I,359,6,2154,2154,0,0,636,534,1074,"29,53","5,13","83,96","5,06","51,28","-9,92","24,79","10,42","33,27","6,41","16,04","58,49","15,09","6,60","3,77",117,60,"78,25","21,75",0,0,0,0,117,60,0,0,0,0,0,0,0,0,"51,28",,,,,"0,33",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021068,ÁLGEBRA LINEAL II,352,6,2112,2112,0,0,606,402,660,"28,69","2,14","66,34","-16,99","45,83","-19,5","19,03","-15,23","23,81","6,87","33,66","30,69","16,83","11,88","6,93",144,66,"74,68","19,48","5,84",0,0,0,0,0,90,46,0,0,54,20,0,0,,"51,11",,"37,04",,"0,41",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022091,ÁLGEBRA (MATEMÁTICAS),0,6,0,0,0,0,0,0,72,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024090,AMPLIACIÓN DE TOPOLOGÍA,0,5,0,0,0,0,0,0,55,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023073,ANÁLISIS DE FOURIER Y ECUACIONES EN DERIVADAS PARCIALES,0,6,0,0,0,0,0,0,54,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022085,ANÁLISIS NUMÉRICO MATRICIAL E INTERPOLACIÓN,0,6,0,0,0,0,0,0,144,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61044112,ASTROFÍSICA GENERAL,0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022033,CÁLCULO DE PROBABILIDADES I,0,6,0,0,0,0,0,0,150,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023038,CÁLCULO DE PROBABILIDADES II,0,6,0,0,0,0,0,0,72,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024026,ESPACIOS NORMADOS,0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021045,ESTADÍSTICA BÁSICA,339,6,2034,2034,0,0,552,450,480,"27,14","-3,38","81,52",2,"63,03","10,71","22,12","-1,47","19,09","7,51","18,48","27,17","21,74","23,91","8,70",119,75,"74,46","22,67","2,86",0,0,0,73,46,0,0,46,29,0,0,0,0,"63,01",,"63,04",,,"0,35",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,6102204-,ESTRUCTURAS ALGEBRAICAS,0,6,0,0,0,0,0,0,72,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021097,FÍSICA,243,6,1458,1458,0,0,318,198,864,"21,81","-22,36","62,26","-22,1","36,14","-36,52","13,58","-39,51","37,21","6,69","37,74","24,53","16,98","11,32","9,43",83,30,"82,43","13,70","3,88",0,0,0,0,0,56,23,0,0,27,7,0,0,,"41,07",,"25,93",,"0,34",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61044081,FÍSICA MATEMÁTICA,0,5,0,0,0,0,0,0,250,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021022,FUNCIONES DE UNA VARIABLE I,324,6,1944,1944,0,0,528,486,1116,"27,16","-3,31","92,05","15,18","70,43","23,71",25,"11,36","36,47","6,62","7,95","44,32","26,14","15,91","5,68",115,81,"79,02","19,41","1,57",0,0,0,91,64,0,0,24,17,0,0,0,0,"70,33",,"70,83",,,"0,35",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021074,FUNCIONES DE UNA VARIABLE II,309,6,1854,1854,0,0,438,282,792,"23,62","-15,91","64,38","-19,44","45,19","-20,62","15,21","-32,25","29,93","6,78","35,62","26,03","24,66","2,74","10,96",104,47,"80,27","15,87","3,85",0,0,0,0,0,67,36,0,0,37,11,0,0,,"53,73",,"29,73",,"0,34",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021080,FUNCIONES DE VARIAS VARIABLES I,289,6,1734,1734,0,0,546,462,384,"31,49","12,1","84,62","5,88","70,64","24,08","26,64","18,66","18,13","7,33","15,38","25,27","20,88","34,07","4,40",109,77,"71,95","25,21","2,83",0,0,0,0,0,79,61,0,0,30,16,0,0,,"77,22",,"53,33",,"0,38",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022027,FUNCIONES DE VARIAS VARIABLES II,0,6,0,0,0,0,0,0,258,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021105,GEOMETRÍA BÁSICA,451,6,2706,2706,0,0,594,456,114,"21,95","-21,86","76,77","-3,94","56,49","-,77","16,85","-24,94","4,04","7,33","23,23","27,27","27,27","16,16","6,06",131,74,"75,11","21,91","2,98",0,0,0,0,0,85,53,0,0,46,21,0,0,,"62,35",,"45,65",,"0,29",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023067,GEOMETRÍA DIFERENCIAL DE CURVAS Y SUPERFICIES,0,6,0,0,0,0,0,0,48,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022010,GEOMETRÍAS LINEALES,0,6,0,0,0,0,0,0,114,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022056,HERRAMIENTAS INFORMÁTICAS PARA MATEMÁTICAS,0,6,0,0,0,0,0,0,390,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024109,HISTORIA DE LAS MATEMÁTICAS,0,5,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023104,INFERENCIA ESTADÍSTICA (MATEMÁTICAS),0,6,0,0,0,0,0,0,108,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024150,INGLÉS CIENTÍFICO,0,5,0,0,0,0,0,0,295,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024084,INTRODUCCIÓN A LA ASTRONOMÍA,0,5,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023021,INTRODUCCIÓN A LAS ECUACIONES DIFERENCIALES,0,6,0,0,0,0,0,0,228,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023044,INTRODUCCIÓN A LOS ESPACIOS DE HILBERT,0,6,0,0,0,0,0,0,18,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021039,"LENGUAJE MATEMÁTICO, CONJUNTOS Y NÚMEROS",466,6,2796,2796,0,0,912,798,84,"32,62","16,13","87,50","9,48","71,33","25,29","28,54","27,13","2,92","6,84","12,50","46,05","26,32","7,24","7,89",143,102,"70,21","29,79",0,0,0,0,143,102,0,0,0,0,0,0,0,0,"71,33",,,,,"0,31",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,6102210-,LENGUAJES DE PROGRAMACIÓN,0,6,0,0,0,0,0,0,210,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024144,LÓGICA MATEMÁTICA,0,5,0,0,0,0,0,0,110,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61021051,MATEMÁTICA DISCRETA,343,6,2058,2058,0,0,726,612,228,"35,28","25,6","84,30","5,48","53,68","-5,71","29,74","32,47","9,97","7,18","15,70","32,23","30,58","14,88","6,61",190,102,"58,79","32,55","8,66",0,0,0,139,70,0,0,51,32,0,0,0,0,"50,36",,"62,75",,,"0,55",16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023096,MODELIZACIÓN,0,6,0,0,0,0,0,0,78,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024115,MODELOS DE REGRESIÓN,0,5,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024055,PROCESOS ESTOCÁSTICOS,0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022062,PROGRAMACIÓN LINEAL Y ENTERA,0,6,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,6102308-,RESOLUCIÓN NUMÉRICA DE ECUACIONES,0,6,0,0,0,0,0,0,96,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61044098,SISTEMAS DINÁMICOS,0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024121,TEORÍA DE JUEGOS (MATEMÁTICAS),0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024078,TEORÍA DE LA DECISIÓN,0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61024138,TEORÍA DE MUESTRAS,0,5,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61023015,TOPOLOGÍA,0,6,0,0,0,0,0,0,108,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,
2011,6102 - GRADO EN MATEMÁTICAS,6102,61022079,VARIABLE COMPLEJA,0,6,0,0,0,0,0,0,66,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,16/09/2016 0:37:07,